DisplayImage	corrAns	ishihara_pics.thisRepN	ishihara_pics.thisTrialN	ishihara_pics.thisN	ishihara_pics.thisIndex	blocks.thisRepN	blocks.thisTrialN	blocks.thisN	blocks.thisIndex	thisRow.t	notes	Settings.started	Settings.stopped	demographics.started	demographics.stopped	demographic_form.index	demographic_form.itemText	demographic_form.type	demographic_form.font	demographic_form.markerColor	demographic_form.response	demographic_form.rt	education.started	education.stopped	edu_form.index	edu_form.itemText	edu_form.type	edu_form.font	edu_form.markerColor	edu_form.response	edu_form.rt	Ishihara.started	Ishihara.stopped	ishihara_number.text	no_text_blocks_self_paced.started	no_text_blocks_self_paced.stopped	text_blocks_self_paced.started	colour	target	nback_response	nback_RT	duration	text_nr	trial_nr	block_nr	block_name	block_kind	word	global_onset_time	question	button_pressed	chosen_ans	ans_correct	block_nr_exp	n-back_level	text_blocks_self_paced.stopped	text_blocks_paced.started	text_blocks_paced.stopped	no_text_blocks_paced.started	no_text_blocks_paced.stopped	pseudotext.started	pseudotext.stopped	curr_0back_target	RT_per_letter_baseline	RT_per_letter_0back	RT_per_letter_1bck	RT_per_letter_2bck	RT_per_rect_1back_single	RT_per_rect_2back_single	end.started	end.stopped	participant	testing_mode	date	expName	psychopyVersion	expStart	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	2000	text_02	71	7	1back_dual_main_click	1	Säugetiere																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	2000	text_02	72	7	1back_dual_main_click	1	auf																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	True	hit	515.693187713623	2000	text_02	73	7	1back_dual_main_click	1	der																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	2000	text_02	74	7	1back_dual_main_click	1	Nordhalbkugel																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	2000	text_02	75	7	1back_dual_main_click	1	ausbreiteten.																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	2000	text_02	76	7	1back_dual_main_click	1	Die																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	2000	text_02	77	7	1back_dual_main_click	1	Forscher																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	2000	text_02	78	7	1back_dual_main_click	1	werden																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	True	hit	583.061933517456	2000	text_02	79	7	1back_dual_main_click	1	in																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	2000	text_02	80	7	1back_dual_main_click	1	Zukunft																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	True	hit	581.7160606384277	2000	text_02	81	7	1back_dual_main_click	1	versuchen																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	False	false alarm	1901.50785446167	2000	text_02	82	7	1back_dual_main_click	1	mehr																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	2000	text_02	83	7	1back_dual_main_click	1	über																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	2000	text_02	84	7	1back_dual_main_click	1	die																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	2000	text_02	85	7	1back_dual_main_click	1	frühe																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	2000	text_02	86	7	1back_dual_main_click	1	Tierwelt																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#F989A2	False	correct rejection	None	2000	text_02	87	7	1back_dual_main_click	1	auf																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	2000	text_02	88	7	1back_dual_main_click	1	der																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#88BA3F	False	correct rejection	None	2000	text_02	89	7	1back_dual_main_click	1	Südhalbkugel																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#2AB7EF	False	correct rejection	None	2000	text_02	90	7	1back_dual_main_click	1	zu																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																													#D292F3	False	correct rejection	None	2000	text_02	91	7	1back_dual_main_click	1	erfahren.																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																																		text_02			1back_dual_main_click			1160.3332448005676	Q1	NA	NA	False	8	1																	OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																																		text_02			1back_dual_main_click			1170.3735058307648	Q2	4	d	True	8	1																	OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																																		text_02			1back_dual_main_click			1174.747163772583	Q3	2	b	True	8	1																	OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						3	0	3	0																																															1181.4470839500427	1181.4471027851105	1181.4864327907562	1181.486445903778	1181.4959738254547	1181.4959828853607	1181.5125329494476										OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0	1181.5287799835205																									1181.512848854065			#88BA3F	False	correct rejection	None	2000		1	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		2	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		3	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	True	hit	634.2668533325195	2000		4	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		5	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		6	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		7	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	True	hit	851.356029510498	2000		8	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	True	miss	None	2000		9	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		10	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		11	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		12	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	True	hit	650.9919166564941	2000		13	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	True	hit	1151.9169807434082	2000		14	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		15	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		16	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		17	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		18	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		19	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		20	8	2back_single_training1	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		1	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		2	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	True	hit	719.5148468017578	2000		3	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		4	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	false alarm	1235.4731559753418	2000		5	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		6	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	True	miss	None	2000		7	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		8	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		9	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		10	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		11	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	True	hit	916.5430068969727	2000		12	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	True	miss	None	2000		13	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		14	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		15	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	True	miss	None	2000		16	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		17	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		18	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		19	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	false alarm	785.0208282470703	2000		20	9	2back_single_training2	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		1	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		2	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		3	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		4	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		5	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		6	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		7	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		8	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		9	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		10	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		11	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	True	miss	None	2000		12	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		13	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	True	hit	701.1120319366455	2000		14	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		15	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		16	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		17	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		18	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	True	hit	650.9799957275391	2000		19	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	True	hit	1051.7449378967285	2000		20	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	True	hit	1400.8450508117676	2000		21	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		22	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		23	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		24	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	True	miss	None	2000		25	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	True	hit	868.0651187896729	2000		26	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		27	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		28	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		29	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		30	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		31	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		32	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		33	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		34	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		35	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		36	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		37	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		38	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		39	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		40	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		41	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	True	miss	None	2000		42	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		43	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		44	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		45	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		46	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		47	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		48	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		49	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		50	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		51	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		52	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		53	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		54	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		55	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		56	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	True	hit	701.0669708251953	2000		57	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#88BA3F	True	miss	None	2000		58	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		59	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		60	10	2back_single_main	2																									OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
						4	0	4	0																											1503.021488904953	1503.0214989185333	#88BA3F	False	correct rejection	None	2500	text_01	1	11	2back_dual_main_click	2	Ältere																								OA03	no	2024-08-26_09h24.51.760	EXNAT_3_training	2024.1.0	2024-08-26 09h39.27.655903 +0200	
