DisplayImage	corrAns	ishihara_pics.thisRepN	ishihara_pics.thisTrialN	ishihara_pics.thisN	ishihara_pics.thisIndex	blocks.thisRepN	blocks.thisTrialN	blocks.thisN	blocks.thisIndex	thisRow.t	notes	Settings.started	Settings.stopped	demographics.started	demographics.stopped	demographic_form.index	demographic_form.itemText	demographic_form.type	demographic_form.font	demographic_form.markerColor	demographic_form.response	demographic_form.rt	education.started	education.stopped	edu_form.index	edu_form.itemText	edu_form.type	edu_form.font	edu_form.markerColor	edu_form.response	edu_form.rt	Ishihara.started	Ishihara.stopped	ishihara_number.text	no_text_blocks_self_paced.started	no_text_blocks_self_paced.stopped	text_blocks_self_paced.started	colour	target	nback_response	nback_RT	duration	text_nr	trial_nr	block_nr	block_name	block_kind	word	global_onset_time	question	button_pressed	chosen_ans	ans_correct	block_nr_exp	n-back_level	text_blocks_self_paced.stopped	text_blocks_paced.started	text_blocks_paced.stopped	no_text_blocks_paced.started	no_text_blocks_paced.stopped	pseudotext.started	pseudotext.stopped	curr_0back_target	RT_per_letter_baseline	RT_per_letter_0back	RT_per_letter_1bck	RT_per_letter_2bck	RT_per_rect_1back_single	RT_per_rect_2back_single	end.started	end.stopped	participant	self-paced_blocks	paced_blocks	testing_mode	date	expName	psychopyVersion	expStart	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		8	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		9	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		10	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		11	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		12	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		13	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	True	hit	834.6729278564453	2000		14	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		15	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		16	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		17	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		18	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	True	hit	550.7900714874268	2000		19	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		20	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		21	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		22	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	True	hit	484.00092124938965	2000		23	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		24	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		25	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		26	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		27	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		28	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		29	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		30	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		31	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	false alarm	751.1811256408691	2000		32	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		33	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		34	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		35	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		36	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		37	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		38	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		39	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	True	hit	534.1148376464844	2000		40	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		41	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		42	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		43	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		44	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		45	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	false alarm	716.1409854888916	2000		46	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		47	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		48	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2000		49	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		50	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	True	hit	650.9850025177002	2000		51	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		52	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	True	miss	None	2000		53	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		54	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2000		55	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		56	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	True	hit	918.1840419769287	2000		57	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2000		58	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2000		59	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	True	hit	751.1301040649414	2000		60	10	2back_single_main	2																									OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																											1469.5870070457458	1469.587014913559	#D292F3	False	correct rejection	None	2500	text_04	1	11	2back_dual_main_click	2	Manche																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2500	text_04	2	11	2back_dual_main_click	2	Orte																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	True	hit	565.3729438781738	2500	text_04	3	11	2back_dual_main_click	2	sind																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	4	11	2back_dual_main_click	2	nur																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	false alarm	833.0850601196289	2500	text_04	5	11	2back_dual_main_click	2	aus																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2500	text_04	6	11	2back_dual_main_click	2	der																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	7	11	2back_dual_main_click	2	Luft																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	8	11	2back_dual_main_click	2	wirklich																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	9	11	2back_dual_main_click	2	zugänglich.																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	10	11	2back_dual_main_click	2	Bertus																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	11	11	2back_dual_main_click	2	Schoeman																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	12	11	2back_dual_main_click	2	fliegt																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	True	hit	1100.7330417633057	2500	text_04	13	11	2back_dual_main_click	2	oft																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	14	11	2back_dual_main_click	2	mit																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	15	11	2back_dual_main_click	2	seinem																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	16	11	2back_dual_main_click	2	Flugzeug																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	17	11	2back_dual_main_click	2	über																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2500	text_04	18	11	2back_dual_main_click	2	die																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	19	11	2back_dual_main_click	2	"unwirtliche,"																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	True	hit	1183.466911315918	2500	text_04	20	11	2back_dual_main_click	2	aber																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	21	11	2back_dual_main_click	2	trotzdem																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	22	11	2back_dual_main_click	2	wunderschöne																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	True	hit	1734.2960834503174	2500	text_04	23	11	2back_dual_main_click	2	Küste																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2500	text_04	24	11	2back_dual_main_click	2	Namibias.																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	25	11	2back_dual_main_click	2	Er																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	26	11	2back_dual_main_click	2	zeigt																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	27	11	2back_dual_main_click	2	Touristen																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	28	11	2back_dual_main_click	2	die																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2500	text_04	29	11	2back_dual_main_click	2	beeindruckenden																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	30	11	2back_dual_main_click	2	Schiffswracks																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	True	hit	682.8129291534424	2500	text_04	31	11	2back_dual_main_click	2	und																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	32	11	2back_dual_main_click	2	die																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	True	hit	715.8961296081543	2500	text_04	33	11	2back_dual_main_click	2	einzigartigen																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	34	11	2back_dual_main_click	2	Landschaften																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	35	11	2back_dual_main_click	2	von																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	36	11	2back_dual_main_click	2	oben.																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2500	text_04	37	11	2back_dual_main_click	2	Vom																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	38	11	2back_dual_main_click	2	Flugzeug																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	39	11	2back_dual_main_click	2	aus																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	40	11	2back_dual_main_click	2	sieht																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	41	11	2back_dual_main_click	2	man																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	42	11	2back_dual_main_click	2	die																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	43	11	2back_dual_main_click	2	Küste																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	True	hit	632.6601505279541	2500	text_04	44	11	2back_dual_main_click	2	des																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	45	11	2back_dual_main_click	2	"Landes,"																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2500	text_04	46	11	2back_dual_main_click	2	die																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	47	11	2back_dual_main_click	2	sich																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	True	hit	1133.072853088379	2500	text_04	48	11	2back_dual_main_click	2	von																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	True	miss	None	2500	text_04	49	11	2back_dual_main_click	2	Südafrika																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	50	11	2back_dual_main_click	2	bis																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	51	11	2back_dual_main_click	2	nach																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	52	11	2back_dual_main_click	2	Angola																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2500	text_04	53	11	2back_dual_main_click	2	erstreckt.																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	54	11	2back_dual_main_click	2	Auch																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	True	miss	None	2500	text_04	55	11	2back_dual_main_click	2	verschiedene																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2500	text_04	56	11	2back_dual_main_click	2	"Tiere,"																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	57	11	2back_dual_main_click	2	wie																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#88BA3F	False	correct rejection	None	2500	text_04	58	11	2back_dual_main_click	2	die																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	59	11	2back_dual_main_click	2	berühmten																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#2AB7EF	False	correct rejection	None	2500	text_04	60	11	2back_dual_main_click	2	Flamingos																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#F989A2	False	correct rejection	None	2500	text_04	61	11	2back_dual_main_click	2	von																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
						4	0	4	0																													#D292F3	False	correct rejection	None	2500	text_04	62	11	2back_dual_main_click	2	Conception																								OA05	yes	yes	no	2024-08-28_10h12.02.490	EXNAT_3_training	2024.1.0	2024-08-28 11h07.26.326570 +0200	
